Rk,Player,PTS/G,G,Season,Age,Team,G_2,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G_2,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,PlayerID
271,Goga Bitadze,7.2,70,2024-25,25,ORL,70,42,0,20.4,3.0,4.8,2.9,4.4,0.0,0.4,1.2,1.9,2.4,4.2,6.6,2.0,0.7,1.4,1.0,2.1,7.2,0.611,0.656,0.107,0.639,0.631,0.615,C,bitadgo01
272,Sam Merrill,7.2,71,2024-25,28,CLE,71,4,0,19.7,2.4,6.0,0.5,0.8,1.9,5.2,0.4,0.4,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,0.406,0.625,0.372,0.966,0.583,0.567,G,merrisa01
273,Jamal Shead,7.1,75,2024-25,22,TOR,75,11,0,19.6,2.7,6.7,1.8,3.7,1.0,3.0,0.7,0.9,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,0.405,0.47,0.323,0.768,0.499,0.476,G,sheadja01
274,Jamison Battle,7.1,59,2024-25,23,TOR,59,10,0,17.7,2.5,5.9,0.7,1.5,1.8,4.4,0.3,0.3,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,0.429,0.5,0.405,0.889,0.59,0.581,F,battlja01
275,Josh Okogie,7.1,40,2024-25,26,PHO,40,7,0,15.6,2.4,5.3,1.6,3.0,0.8,2.3,1.6,2.1,1.1,1.7,2.8,0.8,1.2,0.5,0.8,1.2,7.1,0.443,0.517,0.348,0.741,0.567,0.519,G,okogijo01
276,Alex Caruso,7.1,54,2024-25,30,OKC,54,3,0,19.3,2.6,5.8,1.5,2.7,1.1,3.1,0.8,0.9,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,0.446,0.556,0.353,0.824,0.568,0.541,G,carusal01
277,Jeff Dowtin Jr.,7.0,41,2024-25,27,PHI,41,3,0,15.1,2.7,5.6,2.0,3.9,0.7,1.7,0.8,1.1,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7.0,0.487,0.525,0.4,0.733,0.57,0.548,G,dowtije01
278,Cameron Payne,6.9,72,2024-25,30,NYK,72,5,0,15.1,2.5,6.2,1.2,2.6,1.3,3.6,0.7,0.8,0.2,1.3,1.4,2.8,0.5,0.2,0.7,1.5,6.9,0.401,0.453,0.363,0.907,0.532,0.506,G,payneca01
279,Jake LaRavia,6.9,66,2024-25,23,SAC,66,0,0,20.4,2.4,5.1,1.5,3.0,0.9,2.2,1.2,1.7,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2.0,6.9,0.475,0.513,0.423,0.678,0.591,0.564,F,laravja01
280,Antonio Reeves,6.9,44,2024-25,24,NOP,44,6,0,15.0,2.6,5.6,1.4,2.7,1.2,2.9,0.6,0.8,0.4,1.0,1.4,0.9,0.5,0.1,0.7,0.9,6.9,0.456,0.521,0.395,0.8,0.579,0.558,G,reevean01
281,Ryan Dunn,6.9,74,2024-25,22,PHO,74,44,0,19.1,2.8,6.4,1.7,2.9,1.1,3.6,0.3,0.5,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,6.9,0.43,0.577,0.311,0.487,0.517,0.516,F,dunnry01
282,Orlando Robinson,6.9,44,2024-25,24,TOR,44,8,0,17.5,2.6,5.9,2.3,4.8,0.4,1.2,1.2,1.6,2.0,3.0,5.0,1.8,0.4,0.4,1.1,2.3,6.9,0.444,0.474,0.327,0.771,0.519,0.477,F,robinor01
283,Jay Huff,6.9,64,2024-25,26,MEM,64,2,0,11.7,2.5,4.8,1.2,1.6,1.3,3.1,0.7,0.9,0.5,1.5,2.0,0.6,0.3,0.9,0.5,1.2,6.9,0.515,0.724,0.405,0.786,0.666,0.648,F-C,huffja01
284,Jaxson Hayes,6.8,56,2024-25,24,LAL,56,35,0,19.5,2.9,4.0,2.9,3.9,0.0,0.1,1.1,1.8,1.4,3.4,4.8,1.0,0.6,0.9,0.8,2.4,6.8,0.722,0.732,0.0,0.622,0.72,0.722,F,hayesja02
285,Eric Gordon,6.8,39,2024-25,36,PHI,39,13,0,19.7,2.2,5.2,0.8,1.7,1.4,3.5,0.9,1.2,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,0.426,0.463,0.409,0.75,0.591,0.564,G-F,gordoer01
286,Bol Bol,6.8,36,2024-25,25,PHO,36,10,0,12.4,2.7,5.1,1.8,2.5,0.9,2.6,0.6,0.7,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,6.8,0.525,0.711,0.344,0.769,0.627,0.612,F-C,bolbo01
287,Cody Martin,6.8,53,2024-25,29,PHO,53,8,0,22.1,2.6,6.1,1.8,3.3,0.8,2.8,0.8,1.2,1.0,3.2,4.2,2.0,1.1,0.6,1.0,1.8,6.8,0.418,0.534,0.285,0.705,0.509,0.485,G-F,martico01
288,DaQuan Jeffries,6.7,47,2024-25,27,CHO,47,20,0,22.8,2.5,6.2,1.3,2.7,1.2,3.5,0.5,0.6,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7,0.405,0.496,0.335,0.8,0.518,0.5,G-F,jeffrda01
289,Precious Achiuwa,6.6,57,2024-25,25,NYK,57,10,0,20.5,2.9,5.7,2.7,5.1,0.2,0.6,0.7,1.2,1.8,3.8,5.6,1.0,0.8,0.7,0.8,1.4,6.6,0.502,0.529,0.278,0.594,0.53,0.517,F,achiupr01
290,Vince Williams Jr.,6.6,27,2024-25,24,MEM,27,5,0,18.5,2.5,6.2,1.5,2.7,1.0,3.5,0.7,0.9,0.8,2.8,3.6,2.0,0.4,0.3,1.2,1.7,6.6,0.401,0.569,0.274,0.792,0.504,0.479,F,willivi01
291,Marcus Sasser,6.6,57,2024-25,24,DET,57,1,0,14.2,2.4,5.2,1.4,2.5,1.0,2.7,0.8,0.9,0.3,0.9,1.2,2.3,0.6,0.1,0.9,1.3,6.6,0.463,0.549,0.382,0.843,0.589,0.561,G,sassema01
292,Trayce Jackson-Davis,6.6,62,2024-25,24,GSW,62,37,0,15.6,2.8,4.9,2.8,4.8,0.0,0.0,1.0,1.6,2.0,3.0,5.0,1.7,0.4,0.6,0.7,1.2,6.6,0.576,0.582,0.0,0.578,0.587,0.576,F,jackstr02
293,Vasilije Micić,6.6,41,2024-25,31,PHO,41,16,0,19.1,2.3,6.7,1.2,3.6,1.1,3.0,0.8,1.0,0.5,1.7,2.2,3.1,0.4,0.0,1.9,1.1,6.6,0.348,0.338,0.36,0.829,0.462,0.43,G,micicva01
294,Trey Lyles,6.5,69,2024-25,29,SAC,69,5,0,19.6,2.3,5.4,1.1,2.0,1.2,3.4,0.8,1.2,1.2,3.4,4.6,1.2,0.6,0.3,0.6,1.2,6.5,0.42,0.559,0.34,0.7,0.551,0.528,F,lylestr01
295,Talen Horton-Tucker,6.5,58,2024-25,24,CHI,58,0,0,12.5,2.3,5.0,1.6,2.9,0.7,2.1,1.2,1.7,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1.0,6.5,0.457,0.544,0.336,0.735,0.567,0.527,G-F,hortota01
296,Seth Curry,6.5,68,2024-25,34,CHO,68,14,0,15.6,2.4,5.0,1.2,2.4,1.2,2.7,0.5,0.6,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5,0.478,0.503,0.456,0.846,0.616,0.599,G,curryse01
297,Donovan Clingan,6.5,67,2024-25,20,POR,67,37,0,19.8,2.7,5.0,2.5,4.3,0.2,0.7,0.9,1.6,3.2,4.6,7.9,1.1,0.5,1.6,1.1,2.8,6.5,0.539,0.582,0.286,0.596,0.574,0.56,C,clingdo01
298,Thomas Bryant,6.5,66,2024-25,27,MIA,66,8,0,14.6,2.5,4.9,1.7,2.6,0.7,2.2,0.8,1.0,1.3,2.5,3.8,0.8,0.4,0.6,0.5,1.2,6.5,0.508,0.665,0.324,0.859,0.614,0.583,C,bryanth01
299,Ajay Mitchell,6.5,36,2024-25,22,OKC,36,1,0,16.6,2.5,5.1,1.9,3.4,0.6,1.7,0.8,1.0,0.5,1.4,1.9,1.8,0.7,0.1,0.8,1.9,6.5,0.495,0.548,0.383,0.829,0.587,0.557,G,mitchaj01
300,Haywood Highsmith,6.5,74,2024-25,28,MIA,74,42,0,24.6,2.4,5.3,1.2,2.1,1.2,3.1,0.4,0.6,1.0,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.5,0.458,0.57,0.382,0.721,0.583,0.572,F,highsha01
301,Gary Payton II,6.5,62,2024-25,32,GSW,62,11,0,15.0,2.8,4.8,2.3,3.3,0.5,1.5,0.4,0.6,0.9,2.1,3.0,1.3,0.8,0.3,0.6,1.7,6.5,0.574,0.69,0.326,0.711,0.635,0.626,G,paytoga02
302,Ron Holland,6.4,81,2024-25,19,DET,81,2,0,15.6,2.4,5.1,2.0,3.3,0.4,1.9,1.1,1.5,0.5,2.2,2.7,1.0,0.6,0.2,0.9,1.7,6.4,0.474,0.608,0.238,0.754,0.556,0.517,F,hollaro01
303,Kris Dunn,6.4,74,2024-25,30,LAC,74,58,0,24.1,2.6,5.9,1.6,2.9,1.0,3.0,0.2,0.3,0.7,2.7,3.4,2.8,1.7,0.4,1.0,2.7,6.4,0.439,0.549,0.335,0.682,0.531,0.525,G,dunnkr01
304,Gabe Vincent,6.4,72,2024-25,28,LAL,72,11,0,21.2,2.3,5.8,0.8,1.5,1.5,4.3,0.2,0.3,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,6.4,0.4,0.532,0.353,0.714,0.536,0.53,G,vincega01
305,KJ Martin,6.4,43,2024-25,24,UTA,43,16,0,21.2,2.6,4.7,2.2,3.3,0.3,1.3,0.9,1.1,0.7,2.2,2.9,1.1,0.4,0.5,0.6,2.3,6.4,0.552,0.671,0.259,0.787,0.618,0.59,F,martike04
306,Zach Collins,6.4,64,2024-25,27,SAS,64,12,0,15.3,2.4,4.7,1.9,3.1,0.5,1.7,1.1,1.2,1.6,2.9,4.5,1.7,0.5,0.5,0.9,2.1,6.4,0.507,0.617,0.302,0.885,0.605,0.56,C-F,colliza01
307,Jeremiah Robinson-Earl,6.3,66,2024-25,24,NOP,66,9,0,18.8,2.4,5.3,1.5,2.8,0.8,2.5,0.7,0.8,1.7,3.1,4.8,1.3,0.6,0.1,0.8,1.2,6.3,0.455,0.557,0.341,0.836,0.563,0.536,F,robinje02
308,Kenrich Williams,6.3,69,2024-25,30,OKC,69,7,0,16.4,2.5,5.1,1.5,2.7,1.0,2.5,0.4,0.6,0.9,2.6,3.5,1.4,0.6,0.1,0.6,1.6,6.3,0.483,0.574,0.386,0.718,0.587,0.576,G-F,willike04
309,Sandro Mamukelashvili,6.3,61,2024-25,25,SAS,61,0,0,11.2,2.3,4.6,1.3,2.0,1.0,2.6,0.7,1.0,1.0,2.0,3.1,0.8,0.4,0.3,0.4,1.0,6.3,0.502,0.675,0.373,0.741,0.628,0.609,C-F,mamuksa01
310,Ryan Rollins,6.2,56,2024-25,22,MIL,56,19,0,14.6,2.4,4.8,1.5,2.7,0.9,2.1,0.6,0.8,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,6.2,0.487,0.55,0.408,0.8,0.6,0.577,G,rolliry01
311,Bones Hyland,6.2,24,2024-25,24,MIN,24,0,0,10.0,2.0,4.9,0.6,1.5,1.3,3.4,1.0,1.1,0.2,0.8,1.0,1.3,0.8,0.2,1.0,1.2,6.2,0.398,0.417,0.39,0.885,0.576,0.534,G,hylanbo01
312,Jonathan Mogbo,6.2,63,2024-25,23,TOR,63,18,0,20.4,2.5,5.7,2.2,4.5,0.3,1.1,1.0,1.3,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,0.438,0.486,0.243,0.732,0.496,0.462,F,mogbojo01
313,Jarace Walker,6.1,75,2024-25,21,IND,75,5,0,15.8,2.3,4.8,1.3,2.3,1.0,2.5,0.6,0.9,0.3,2.7,3.1,1.5,0.7,0.3,1.0,1.5,6.1,0.472,0.543,0.405,0.667,0.59,0.576,F,walkeja02
314,Isaac Okoro,6.1,55,2024-25,24,CLE,55,22,0,19.1,2.3,4.9,1.2,2.1,1.0,2.7,0.6,0.8,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,0.464,0.586,0.371,0.717,0.587,0.569,G-F,okorois01
315,Isaiah Stewart,6.0,72,2024-25,23,DET,72,4,0,19.9,2.4,4.4,2.2,3.6,0.2,0.7,0.9,1.2,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,6.0,0.559,0.607,0.321,0.759,0.616,0.586,F-C,stewais01
316,Luke Kornet,6.0,73,2024-25,29,BOS,73,16,0,18.6,2.6,3.8,2.6,3.8,0.0,0.0,0.9,1.3,2.6,2.7,5.3,1.6,0.5,1.0,0.4,1.6,6.0,0.668,0.675,0.0,0.691,0.683,0.668,C-F,kornelu01
317,Isaiah Wong,6.0,20,2024-25,24,CHO,20,0,0,13.3,2.1,5.3,1.4,3.6,0.7,1.7,1.3,1.7,0.7,0.9,1.6,1.4,0.6,0.0,0.9,1.1,6.0,0.39,0.389,0.394,0.735,0.5,0.452,G,wongis01
318,Mouhamed Gueye,6.0,33,2024-25,22,ATL,33,28,0,16.2,2.2,5.2,1.5,2.7,0.6,2.5,1.0,1.3,1.3,2.9,4.2,0.8,0.8,1.0,0.5,1.7,6.0,0.421,0.567,0.259,0.762,0.52,0.482,F,gueyemo02
319,Simone Fontecchio,5.9,75,2024-25,29,DET,75,0,0,16.5,2.0,5.0,1.0,1.9,1.0,3.0,0.9,1.1,0.7,2.2,2.9,0.9,0.4,0.2,0.7,1.3,5.9,0.402,0.507,0.335,0.833,0.544,0.504,F,fontesi01
320,Jaylin Williams,5.9,47,2024-25,22,OKC,47,9,0,16.7,2.1,4.7,0.8,1.4,1.3,3.3,0.5,0.6,1.0,4.6,5.6,2.6,0.5,0.6,0.7,1.7,5.9,0.439,0.529,0.399,0.767,0.594,0.577,F,willija07
321,Tidjane Salaün,5.9,60,2024-25,19,CHO,60,10,0,20.7,1.9,5.8,0.9,2.3,1.0,3.4,1.1,1.6,1.2,3.5,4.7,1.2,0.5,0.2,1.0,1.4,5.9,0.33,0.4,0.283,0.713,0.457,0.414,F,salauti01
322,Collin Gillespie,5.9,33,2024-25,25,PHO,33,9,0,14.0,2.1,4.8,0.9,2.1,1.2,2.7,0.6,0.7,0.7,1.7,2.4,2.4,0.6,0.2,0.5,0.9,5.9,0.43,0.426,0.433,0.864,0.578,0.554,G,gilleco01
323,Kyle Anderson,5.9,61,2024-25,31,MIA,61,4,0,16.4,2.3,5.0,1.9,3.8,0.4,1.1,0.8,1.1,0.9,2.5,3.4,2.4,0.7,0.5,0.6,1.3,5.9,0.469,0.502,0.357,0.738,0.538,0.51,F-G,anderky01
324,Adem Bona,5.8,58,2024-25,21,PHI,58,11,0,15.6,2.3,3.3,2.3,3.3,0.0,0.0,1.2,1.7,1.6,2.6,4.2,0.5,0.4,1.2,1.1,2.2,5.8,0.703,0.707,0.0,0.67,0.714,0.703,F-C,bonaad01
325,Robert Williams,5.8,20,2024-25,27,POR,20,3,0,17.6,2.5,3.9,2.5,3.8,0.1,0.2,0.8,0.9,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8,0.641,0.653,0.333,0.882,0.679,0.647,C-F,williro04
326,Quenton Jackson,5.8,28,2024-25,26,IND,28,7,0,13.6,2.1,4.4,1.5,2.9,0.5,1.4,1.1,1.4,0.5,1.1,1.6,1.9,0.8,0.2,0.6,1.5,5.8,0.475,0.524,0.375,0.775,0.58,0.537,G,jacksqu01
327,Landry Shamet,5.7,50,2024-25,27,NYK,50,0,0,15.2,2.1,4.6,0.9,1.5,1.2,3.1,0.2,0.4,0.2,1.0,1.2,0.5,0.5,0.0,0.4,1.0,5.7,0.461,0.595,0.397,0.667,0.601,0.596,G,shamela01
328,Dariq Whitehead,5.7,20,2024-25,20,BRK,20,0,0,12.3,2.0,4.8,0.3,1.1,1.7,3.7,0.2,0.3,0.2,1.3,1.5,0.6,0.3,0.1,0.8,1.1,5.7,0.406,0.273,0.446,0.6,0.58,0.578,F,whiteda01
329,Moussa Diabaté,5.7,71,2024-25,23,CHO,71,8,0,17.5,2.4,3.9,2.4,3.9,0.0,0.1,1.0,1.6,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7,0.596,0.609,0.0,0.595,0.609,0.596,F,diabamo01
330,Jordan Goodwin,5.6,29,2024-25,26,LAL,29,5,0,18.7,2.2,5.0,1.3,2.6,0.9,2.3,0.3,0.4,1.3,2.6,3.9,1.4,1.0,0.4,0.9,1.5,5.6,0.438,0.487,0.382,0.818,0.541,0.528,G,goodwjo01
331,Shake Milton,5.5,57,2024-25,28,LAL,57,2,0,14.7,2.0,4.5,1.4,2.6,0.7,1.9,0.8,1.0,0.5,1.3,1.8,1.8,0.4,0.1,0.7,1.2,5.5,0.453,0.52,0.358,0.797,0.563,0.528,G,miltosh01
332,Aaron Holiday,5.5,62,2024-25,28,HOU,62,3,0,12.8,1.9,4.3,0.7,1.4,1.2,2.9,0.5,0.7,0.2,1.0,1.3,1.3,0.3,0.2,0.6,1.0,5.5,0.437,0.517,0.398,0.829,0.594,0.571,G,holidaa01
333,Dean Wade,5.4,59,2024-25,28,CLE,59,30,0,21.2,1.9,4.6,0.5,0.8,1.4,3.8,0.3,0.5,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,5.4,0.413,0.653,0.36,0.533,0.563,0.561,F,wadede01
334,Keaton Wallace,5.4,31,2024-25,25,ATL,31,5,0,16.2,2.1,5.2,1.2,2.6,0.9,2.6,0.4,0.4,0.2,1.4,1.6,2.6,0.9,0.3,1.1,1.3,5.4,0.401,0.475,0.329,1.0,0.503,0.485,G,wallake01
335,Jeff Green,5.4,32,2024-25,38,HOU,32,3,0,12.4,1.9,3.8,1.0,1.3,0.9,2.5,0.7,0.8,0.3,1.5,1.8,0.6,0.2,0.1,0.3,1.0,5.4,0.504,0.762,0.367,0.808,0.649,0.624,F,greenje02
336,Jonathan Isaac,5.4,71,2024-25,27,ORL,71,1,0,15.4,1.9,4.6,1.3,2.4,0.5,2.1,1.0,1.5,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,0.414,0.549,0.258,0.682,0.512,0.474,F,isaacjo01
337,Kevin Love,5.3,23,2024-25,36,MIA,23,9,0,10.9,1.8,5.0,0.7,2.1,1.0,2.9,0.7,1.0,1.0,3.1,4.1,1.0,0.7,0.2,0.6,0.9,5.3,0.357,0.354,0.358,0.696,0.488,0.461,F-C,loveke01
338,Jamal Cain,5.3,37,2024-25,25,NOP,37,0,0,13.6,1.8,4.3,1.1,2.1,0.7,2.2,0.9,1.4,0.7,1.6,2.3,0.6,0.6,0.2,0.6,1.2,5.3,0.43,0.538,0.325,0.68,0.544,0.513,F,cainja01
339,Ben Sheppard,5.3,63,2024-25,23,IND,63,9,0,19.5,1.9,4.6,0.8,1.4,1.1,3.2,0.4,0.4,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2.0,5.3,0.418,0.591,0.342,0.889,0.555,0.537,G,sheppbe01
340,Pat Connaughton,5.3,41,2024-25,32,MIL,41,1,0,14.7,2.0,4.3,1.4,2.3,0.6,2.0,0.6,0.8,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3,0.469,0.594,0.321,0.774,0.567,0.542,G,connapa01
341,Jabari Walker,5.2,60,2024-25,22,POR,60,1,0,12.5,2.0,3.8,1.5,2.6,0.5,1.2,0.8,1.2,1.0,2.5,3.5,0.6,0.6,0.1,0.6,1.5,5.2,0.515,0.573,0.389,0.69,0.601,0.576,F,walkeja01
342,Monte Morris,5.2,45,2024-25,29,PHO,45,0,0,12.7,1.8,4.3,1.2,2.4,0.7,1.9,0.8,0.9,0.3,1.2,1.5,1.6,0.4,0.1,0.5,0.5,5.2,0.426,0.477,0.36,0.857,0.546,0.505,G,morrimo01
343,Bismack Biyombo,5.1,28,2024-25,32,SAS,28,26,0,18.9,2.4,4.1,2.4,4.1,0.0,0.0,0.4,0.9,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,5.1,0.588,0.588,0.0,0.4,0.576,0.588,C-F,biyombi01
344,Javonte Green,5.1,68,2024-25,31,NOP,68,19,0,18.5,1.8,4.2,1.1,2.1,0.7,2.1,0.8,1.1,0.9,2.3,3.2,0.8,1.0,0.5,0.5,1.4,5.1,0.429,0.527,0.326,0.724,0.541,0.509,F,greenja02
345,Ben Simmons,5.0,51,2024-25,28,LAC,51,24,0,22.0,2.3,4.4,2.3,4.4,0.0,0.0,0.5,0.6,0.9,3.8,4.7,5.6,0.7,0.5,2.0,2.1,5.0,0.52,0.52,0.0,0.727,0.539,0.52,G-F,simmobe01
346,Malaki Branham,5.0,47,2024-25,21,SAS,47,0,0,9.1,1.9,4.0,1.1,2.3,0.7,1.8,0.6,0.7,0.1,0.9,1.1,0.8,0.2,0.0,0.7,0.6,5.0,0.458,0.5,0.405,0.818,0.575,0.547,G,branhma01
347,Neemias Queta,5.0,62,2024-25,25,BOS,62,6,0,13.9,2.1,3.3,2.1,3.2,0.0,0.0,0.7,1.0,1.4,2.4,3.8,0.7,0.3,0.7,0.6,1.7,5.0,0.65,0.66,0.0,0.754,0.674,0.65,C,quetane01
348,Kai Jones,5.0,40,2024-25,24,LAC,40,6,0,11.7,2.2,2.7,2.2,2.6,0.0,0.1,0.6,0.8,1.0,2.1,3.1,0.6,0.4,0.6,0.5,1.3,5.0,0.798,0.827,0.2,0.719,0.804,0.803,F-C,joneska01
349,Lindy Waters III,4.9,52,2024-25,27,GSW,52,9,0,15.0,1.8,4.8,0.5,1.2,1.2,3.6,0.2,0.2,0.4,1.7,2.1,1.0,0.5,0.2,0.4,1.2,4.9,0.369,0.444,0.344,0.727,0.504,0.498,G,waterli01
350,Trevelin Queen,4.9,31,2024-25,27,ORL,31,2,0,13.9,1.8,4.7,1.1,2.3,0.7,2.5,0.6,0.7,0.8,0.9,1.7,1.2,1.0,0.3,0.7,1.2,4.9,0.381,0.486,0.286,0.857,0.486,0.456,G,queentr01
351,Jock Landale,4.8,42,2024-25,29,HOU,42,3,0,11.9,1.9,3.6,1.7,3.0,0.3,0.6,0.6,1.0,1.3,1.9,3.3,0.9,0.3,0.2,0.5,1.2,4.8,0.533,0.556,0.423,0.675,0.59,0.569,C,landajo01
352,Colin Castleton,4.7,26,2024-25,24,MEMPHITOR,26,4,0,16.6,1.8,3.8,1.7,3.2,0.1,0.6,1.1,1.5,2.0,2.7,4.7,1.1,0.3,0.4,0.9,2.0,4.7,0.469,0.537,0.125,0.763,0.536,0.48,F,castlco01
353,David Roddy,4.6,33,2024-25,23,ATLHOUPHI,33,3,0,12.4,1.7,3.8,1.2,1.9,0.6,1.8,0.6,0.8,0.4,2.2,2.5,1.1,0.4,0.3,0.7,0.6,4.6,0.456,0.594,0.311,0.769,0.561,0.532,F,roddyda01
354,Julian Phillips,4.6,79,2024-25,21,CHI,79,5,0,14.2,1.6,3.6,1.0,1.7,0.6,1.9,0.8,1.0,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,0.446,0.582,0.327,0.789,0.571,0.533,F,phillju01
355,Cody Williams,4.6,50,2024-25,20,UTA,50,21,0,21.2,1.7,5.1,1.0,2.4,0.7,2.7,0.6,0.8,0.5,1.7,2.3,1.2,0.5,0.3,0.9,1.9,4.6,0.323,0.393,0.259,0.725,0.419,0.391,G-F,willico04
356,Drew Eubanks,4.6,61,2024-25,27,UTA,61,4,0,12.2,1.9,3.2,1.8,3.1,0.0,0.1,0.8,1.2,1.0,2.7,3.7,0.9,0.2,0.6,0.7,1.0,4.6,0.593,0.596,0.5,0.662,0.622,0.601,F,eubandr01
357,Pelle Larsson,4.6,55,2024-25,23,MIA,55,8,0,14.2,1.6,3.7,1.0,2.0,0.6,1.7,0.7,1.1,0.5,1.2,1.7,1.2,0.6,0.1,0.4,1.7,4.6,0.438,0.528,0.337,0.672,0.546,0.517,G,larsspe01
358,Kevon Looney,4.5,76,2024-25,28,GSW,76,6,0,15.0,1.9,3.7,1.9,3.6,0.0,0.1,0.7,1.3,2.4,3.6,6.1,1.6,0.6,0.5,0.5,2.0,4.5,0.514,0.516,0.4,0.566,0.535,0.518,F-C,looneke01
359,Mason Plumlee,4.5,74,2024-25,34,PHO,74,21,0,17.6,1.7,2.7,1.7,2.7,0.0,0.1,1.1,1.7,1.6,4.6,6.1,1.8,0.4,0.6,0.8,2.1,4.5,0.619,0.631,0.0,0.648,0.645,0.619,C-F,plumlma01
360,Rob Dillingham,4.5,49,2024-25,20,MIN,49,1,0,10.5,1.9,4.3,1.4,2.8,0.5,1.5,0.2,0.3,0.2,0.8,1.0,2.0,0.4,0.0,1.1,0.8,4.5,0.441,0.496,0.338,0.533,0.503,0.5,G,dilliro01
361,Dalen Terry,4.5,73,2024-25,22,CHI,73,5,0,13.5,1.6,3.7,1.1,2.2,0.5,1.4,0.7,0.9,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,0.448,0.506,0.356,0.71,0.546,0.517,G,terryda01
362,Jett Howard,4.5,60,2024-25,21,ORL,60,0,0,11.7,1.6,4.4,0.7,1.3,0.9,3.1,0.3,0.4,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5,0.374,0.566,0.296,0.696,0.491,0.479,G,howarje01
